device,cpu_usage,network_activity,memory_usage,anomalous_behavior
Alexa,67.82,499.44,3711.88,0
HomePod,49.34,343.06,2637.99,1
HomePod,16.26,387.23,487.1,1
HomePod,67.32,689.84,2539.81,0
Alexa,17.32,955.68,5971.18,1
HomePod,15.56,266.94,539.17,0
Alexa,46.51,857.56,6318.2,1
Alexa,72.58,912.35,6673.64,1
HomePod,58.16,793.25,7865.67,0
HomePod,56.46,518.0,1756.29,1
HomePod,63.04,41.57,4170.95,1
Alexa,72.86,485.04,4712.86,1
Alexa,64.9,842.63,5169.07,1
Alexa,31.59,372.59,6719.8,1
Alexa,81.77,153.48,1401.57,0
Alexa,86.31,547.66,2085.54,0
Alexa,56.56,141.13,5443.06,0
HomePod,78.54,92.86,1180.63,0
Alexa,50.1,847.66,1822.4,1
Alexa,64.94,669.5,720.82,0
Alexa,88.45,714.63,2332.13,1
HomePod,13.25,514.57,2976.64,1
Alexa,48.84,195.47,3042.91,1
HomePod,68.09,959.99,7774.13,1
Alexa,53.43,270.96,2467.68,0
Alexa,49.43,377.26,4675.64,0
HomePod,63.0,338.63,2443.76,1
Alexa,34.57,377.92,435.68,0
HomePod,21.36,861.38,5908.46,1
Alexa,21.04,468.69,4720.68,1
HomePod,21.05,521.99,2353.9,1
Alexa,65.76,804.15,1311.75,0
Alexa,82.21,211.26,1308.29,0
HomePod,64.38,460.64,4741.32,1
Alexa,75.64,138.31,5850.25,0
HomePod,54.5,923.44,227.66,0
Alexa,67.42,579.79,6535.99,1
HomePod,65.39,659.79,4348.91,1
HomePod,76.42,129.17,4162.63,0
HomePod,15.44,507.79,5985.07,0
Alexa,33.09,786.51,1398.91,0
Alexa,74.46,392.78,2375.06,1
HomePod,37.48,823.67,6980.41,1
Alexa,20.75,800.17,4849.64,1
HomePod,20.88,688.27,1850.84,0
HomePod,83.21,301.01,5657.03,0
Alexa,54.67,162.61,6536.13,1
Alexa,86.06,958.6,7521.96,0
Alexa,41.5,366.18,1630.25,1
Alexa,49.66,668.05,7670.64,0
Alexa,35.22,311.6,4951.93,1
Alexa,54.16,683.38,1275.2,1
Alexa,49.59,211.6,4958.09,1
Alexa,73.69,325.39,7364.87,0
HomePod,35.25,253.29,6879.2,1
Alexa,39.89,560.83,2689.04,1
Alexa,88.52,779.84,1144.38,0
HomePod,20.24,722.94,2516.29,0
Alexa,31.04,160.63,6113.84,0
Alexa,39.66,984.59,5288.76,1
HomePod,44.54,70.73,309.93,1
HomePod,54.65,952.28,2617.78,1
HomePod,69.46,304.5,3792.39,1
HomePod,34.95,900.53,2079.74,0
HomePod,52.23,402.01,7594.95,0
Alexa,53.82,589.29,4124.1,1
HomePod,42.27,968.62,752.59,1
Alexa,85.42,608.66,7621.3,0
Alexa,12.28,743.37,2682.98,0
Alexa,30.08,715.48,3878.73,0
HomePod,79.33,163.44,7855.17,1
HomePod,89.32,467.56,4586.65,1
Alexa,68.95,137.71,3286.4,0
HomePod,85.89,725.17,7164.81,1
Alexa,53.53,801.41,1452.4,1
HomePod,71.63,401.88,364.49,1
Alexa,14.23,973.64,7642.76,1
HomePod,13.47,522.47,4784.23,1
HomePod,26.92,860.78,120.34,1
HomePod,16.51,821.55,6211.38,0
Alexa,45.14,526.58,2476.05,1
HomePod,83.3,214.32,5507.26,0
Alexa,34.55,445.01,3321.59,0
Alexa,56.95,759.85,5803.86,0
HomePod,54.97,794.32,4775.6,1
HomePod,12.29,681.08,2978.04,1
Alexa,76.1,44.02,3193.05,0
HomePod,74.3,898.04,4861.24,0
Alexa,21.01,441.33,7433.34,0
Alexa,34.22,282.77,6192.59,1
HomePod,20.71,880.63,2980.61,1
HomePod,89.11,191.62,1995.13,0
HomePod,87.83,729.29,6469.32,0
HomePod,67.84,964.54,4742.14,0
HomePod,16.49,256.79,4626.92,1
HomePod,73.25,338.76,6372.06,1
HomePod,41.81,395.37,6099.32,0
Alexa,75.04,785.57,1448.62,0
HomePod,46.21,141.05,5090.75,1
Alexa,72.29,655.65,6351.71,1
HomePod,51.95,613.18,5608.79,0
HomePod,60.74,955.69,1129.38,0
Alexa,14.75,647.55,1772.84,1
Alexa,69.48,392.03,4032.89,0
HomePod,89.04,570.0,2880.64,0
Alexa,23.62,940.1,882.86,1
HomePod,32.7,122.33,1273.02,0
Alexa,72.05,576.33,2067.82,0
HomePod,75.18,732.85,5855.54,1
HomePod,46.09,28.37,4402.33,1
Alexa,25.98,822.02,5551.35,1
Alexa,34.2,70.33,2502.15,1
Alexa,82.07,586.68,5087.87,1
Alexa,17.71,880.51,4984.47,1
HomePod,46.63,168.11,1245.87,1
Alexa,20.09,256.59,1173.32,1
Alexa,40.51,101.35,1761.49,1
HomePod,55.38,917.73,5017.91,1
Alexa,48.09,358.18,4156.81,1
HomePod,63.29,655.54,6353.45,0
Alexa,22.6,222.48,1141.79,0
HomePod,47.95,877.76,7991.18,1
Alexa,60.86,63.61,4486.47,0
HomePod,15.07,245.86,1141.51,1
HomePod,14.1,870.38,3618.87,0
Alexa,59.9,710.11,140.03,0
Alexa,79.58,114.55,1384.59,0
HomePod,41.39,598.4,2377.64,1
HomePod,44.97,198.53,6120.36,1
HomePod,16.23,77.76,2322.9,0
Alexa,43.43,772.6,6444.18,1
Alexa,83.53,246.78,738.94,1
HomePod,67.45,961.27,6972.62,1
Alexa,71.2,566.67,6394.68,0
HomePod,24.17,397.52,615.09,1
Alexa,17.25,785.41,7959.63,0
HomePod,21.86,332.97,738.46,0
HomePod,43.81,853.16,5160.85,1
HomePod,46.06,544.87,5381.22,1
HomePod,50.03,902.4,2150.26,1
Alexa,38.11,467.81,4381.93,1
Alexa,88.48,618.74,2312.51,0
HomePod,51.66,458.2,7453.2,0
HomePod,59.9,210.84,4718.05,1
Alexa,36.2,481.34,739.97,1
HomePod,10.77,697.68,5892.41,1
HomePod,84.39,834.95,530.36,1
HomePod,26.2,712.28,7895.15,1
Alexa,79.99,288.25,3277.84,0
Alexa,36.43,510.11,554.57,1
HomePod,41.14,617.35,2212.46,1
HomePod,35.98,298.47,5244.95,0
Alexa,50.66,779.85,4687.37,0
HomePod,73.11,73.75,318.6,1
HomePod,32.41,739.39,4654.89,1
Alexa,22.85,97.15,6505.97,1
Alexa,59.13,939.59,931.06,1
HomePod,15.73,68.66,335.24,1
Alexa,40.62,243.97,1960.62,1
Alexa,72.15,4.01,836.38,1
Alexa,88.31,239.92,7794.11,1
HomePod,53.91,946.38,5092.7,0
HomePod,78.2,405.23,4190.47,1
Alexa,75.04,619.94,5427.43,0
HomePod,41.82,900.33,3070.05,1
Alexa,17.82,757.81,7944.58,0
HomePod,32.25,57.77,3296.64,1
HomePod,87.51,481.9,2428.98,1
Alexa,26.69,670.39,2680.18,0
Alexa,78.58,321.9,2713.35,0
Alexa,87.48,17.77,1913.86,0
Alexa,46.42,760.74,439.61,0
Alexa,76.57,177.0,3853.91,1
Alexa,10.45,939.86,345.47,1
HomePod,42.53,988.26,6229.13,0
Alexa,14.93,477.02,2074.65,0
Alexa,21.07,692.44,6649.67,1
HomePod,17.25,689.87,7430.93,0
Alexa,15.48,109.19,641.04,1
HomePod,66.92,66.57,3550.91,1
Alexa,80.29,909.52,2044.85,0
HomePod,88.82,595.58,3005.61,1
HomePod,72.69,177.32,1435.81,1
HomePod,72.09,460.3,2269.7,1
Alexa,20.46,695.45,1768.3,0
HomePod,38.98,259.05,1067.65,1
HomePod,37.59,268.65,6406.54,0
HomePod,17.94,899.97,2283.2,1
HomePod,70.48,392.06,6860.56,1
Alexa,12.54,952.72,6169.46,1
HomePod,30.09,177.85,1360.8,0
HomePod,31.24,535.37,1283.65,1
Alexa,50.68,619.04,3594.09,0
HomePod,51.83,817.34,6852.51,0
Alexa,71.56,970.84,931.7,0
HomePod,53.32,608.85,3507.09,1
Alexa,83.17,438.35,2605.58,1
Alexa,13.19,28.77,877.0,0
HomePod,76.57,43.65,3819.78,0
HomePod,44.73,975.69,6517.38,0
Alexa,34.73,832.99,834.2,0
HomePod,65.03,282.33,3422.42,0
HomePod,78.52,200.47,7828.92,0
HomePod,10.32,732.89,6603.09,1
HomePod,22.43,949.54,4633.38,1
HomePod,51.96,22.19,5557.81,1
HomePod,38.92,300.97,186.3,1
Alexa,85.47,502.35,1475.84,1
Alexa,85.58,337.21,6989.16,0
Alexa,52.1,275.47,3119.18,0
HomePod,72.67,18.94,593.99,0
HomePod,89.98,553.64,7057.83,0
Alexa,48.09,429.08,4687.51,1
Alexa,43.65,467.62,1615.74,1
Alexa,18.2,989.12,5861.61,0
HomePod,32.72,771.16,249.55,1
Alexa,12.71,109.07,2839.44,0
HomePod,73.23,477.79,6385.24,1
Alexa,82.88,417.12,6356.44,1
HomePod,70.71,664.36,2684.23,0
Alexa,75.49,11.94,6334.53,1
HomePod,76.92,673.37,7567.97,1
HomePod,60.97,800.24,6383.52,0
Alexa,26.7,525.82,6809.93,0
Alexa,42.83,226.34,2307.64,0
HomePod,44.33,178.17,6600.21,1
HomePod,36.26,889.37,133.85,0
Alexa,42.09,659.48,5679.01,0
Alexa,17.43,882.83,5590.07,1
Alexa,89.43,565.38,6392.42,1
HomePod,82.0,743.63,7505.47,1
HomePod,37.83,70.99,7808.9,0
Alexa,73.68,380.61,4613.55,0
Alexa,44.34,751.42,6943.59,0
HomePod,85.3,126.7,3659.94,0
Alexa,55.3,37.17,3538.73,1
Alexa,17.62,194.03,2910.99,1
HomePod,48.87,524.32,4651.64,1
Alexa,51.46,902.3,7918.79,1
Alexa,82.83,663.13,5629.48,0
HomePod,80.4,496.16,6337.52,1
HomePod,43.05,742.22,7559.86,0
HomePod,87.71,135.2,7567.94,1
Alexa,72.75,6.72,6526.5,0
HomePod,50.57,764.98,7544.02,1
Alexa,83.23,933.09,4251.26,0
Alexa,55.73,230.72,4363.11,1
HomePod,87.62,742.1,6678.73,0
Alexa,74.76,722.63,7886.74,1
HomePod,82.99,461.03,7807.47,0
HomePod,66.83,620.87,508.08,0
HomePod,66.57,636.37,3118.66,1
Alexa,89.68,904.42,7886.95,1
HomePod,50.0,145.67,374.35,0
Alexa,63.29,289.24,5443.34,1
HomePod,36.22,444.8,4541.51,1
HomePod,71.34,767.09,4757.63,1
HomePod,12.02,289.55,6615.02,1
HomePod,36.58,159.61,1263.17,1
HomePod,89.15,239.93,4155.81,1
Alexa,77.14,524.0,2610.06,0
Alexa,81.71,910.32,5904.86,1
Alexa,35.49,577.26,4820.32,0
Alexa,15.6,686.23,5597.27,1
HomePod,88.83,973.33,1066.79,0
Alexa,23.83,142.87,3793.84,0
HomePod,81.4,692.25,5135.93,1
HomePod,28.36,382.92,5634.02,1
Alexa,14.16,275.59,937.18,1
HomePod,27.64,319.02,1278.7,0
HomePod,71.74,706.27,1313.49,0
HomePod,70.3,121.17,919.74,0
Alexa,43.76,345.32,7604.53,0
Alexa,84.98,416.61,6187.89,1
HomePod,39.98,263.56,6606.87,0
Alexa,72.55,33.37,5630.45,0
Alexa,57.88,71.12,7232.87,0
Alexa,16.07,131.48,2952.47,0
Alexa,49.44,150.62,4511.52,1
Alexa,40.83,540.68,1663.11,1
HomePod,40.66,82.99,5802.99,1
HomePod,66.06,251.41,3614.35,1
HomePod,70.18,779.62,2844.8,0
Alexa,17.37,614.99,7787.53,0
HomePod,69.81,413.61,7422.68,1
HomePod,47.6,965.08,5634.07,0
HomePod,16.72,184.56,6412.18,1
Alexa,71.57,321.24,5798.24,0
Alexa,45.85,843.59,662.05,1
Alexa,64.33,290.23,7477.91,1
Alexa,57.74,411.12,294.25,1
Alexa,23.25,572.07,1351.29,0
Alexa,23.83,638.57,3118.81,1
HomePod,14.23,997.19,3712.72,0
Alexa,47.52,187.81,631.61,1
HomePod,34.56,56.9,3324.42,1
HomePod,44.77,902.07,786.37,0
HomePod,24.06,473.92,3356.78,0
HomePod,36.4,537.83,6046.67,1
Alexa,35.78,387.68,1097.32,1
Alexa,60.56,875.01,4213.35,0
HomePod,43.11,155.06,7308.4,1
Alexa,27.75,730.72,2142.72,1
Alexa,31.06,704.97,4405.68,0
HomePod,64.73,974.84,6109.6,0
Alexa,13.0,747.76,6477.03,1
HomePod,21.65,773.62,565.89,0
Alexa,81.71,574.97,254.79,1
HomePod,72.63,116.08,2117.28,0
Alexa,37.31,212.63,2125.16,1
Alexa,38.68,392.16,2036.34,0
HomePod,17.27,58.39,4445.22,1
Alexa,30.91,995.95,3432.71,1
HomePod,49.15,699.35,285.39,0
HomePod,29.88,984.11,6939.42,0
Alexa,34.08,142.64,2330.17,1
HomePod,57.98,982.21,6401.87,0
HomePod,58.77,212.92,598.14,0
Alexa,62.53,531.07,140.47,0
HomePod,19.22,838.52,6592.61,1
Alexa,82.11,716.74,6757.14,0
HomePod,10.72,161.28,4072.15,1
Alexa,89.68,791.1,7530.95,1
Alexa,17.64,976.09,1178.18,0
Alexa,50.12,424.0,3598.69,0
Alexa,78.14,219.56,6358.33,1
Alexa,14.02,470.71,453.12,1
HomePod,87.79,241.96,3982.88,0
Alexa,39.16,14.35,5007.85,0
HomePod,14.63,381.92,1161.68,1
Alexa,81.32,703.23,3806.03,0
Alexa,30.11,138.3,7534.01,1
Alexa,30.3,80.92,2828.79,1
HomePod,39.8,332.92,483.52,0
Alexa,14.75,734.05,5427.56,0
HomePod,54.44,79.22,2535.83,1
Alexa,82.06,685.12,2525.82,1
HomePod,31.61,597.56,7229.67,0
Alexa,86.2,788.95,6919.75,1
Alexa,51.86,846.61,2585.32,1
HomePod,37.15,48.12,2436.87,1
Alexa,48.6,789.05,7927.35,0
Alexa,38.21,338.35,7159.47,1
HomePod,55.73,401.17,2282.34,1
HomePod,54.76,515.81,1454.07,0
HomePod,19.81,975.15,7926.5,0
HomePod,56.56,81.07,4038.99,0
HomePod,86.39,398.3,3212.03,0
HomePod,19.15,477.06,2942.23,1
HomePod,10.22,548.96,4890.82,1
HomePod,42.1,89.54,5757.01,1
Alexa,76.45,667.31,3407.66,0
HomePod,33.93,774.84,4507.33,0
Alexa,76.22,354.21,5138.13,0
HomePod,87.5,897.49,893.19,0
HomePod,40.7,593.08,905.67,0
Alexa,79.14,920.96,7219.34,0
HomePod,26.39,588.18,6377.9,1
HomePod,54.0,113.28,2963.2,0
HomePod,63.81,795.09,7628.77,1
Alexa,30.87,813.93,570.66,1
Alexa,80.37,604.31,5180.13,0
Alexa,41.87,742.21,7479.42,1
HomePod,56.33,36.66,7032.5,0
HomePod,80.58,476.32,2516.86,1
HomePod,16.04,607.32,4631.7,0
Alexa,17.05,287.37,2367.73,0
HomePod,24.32,808.84,4324.49,1
Alexa,86.55,14.56,6912.52,1
HomePod,20.95,802.55,2389.31,1
HomePod,15.59,398.46,7356.59,1
Alexa,61.7,198.37,2627.35,1
Alexa,42.64,646.31,908.63,1
HomePod,35.14,85.64,3542.57,0
HomePod,80.96,377.46,1835.39,0
Alexa,81.05,405.75,5502.95,1
HomePod,53.37,452.17,7929.51,1
Alexa,16.04,934.79,1363.01,0
HomePod,59.49,735.53,6551.89,1
Alexa,16.61,928.07,6459.44,0
HomePod,63.84,650.43,4702.28,1
Alexa,47.24,73.23,1275.43,1
HomePod,33.61,788.35,4879.5,1
Alexa,58.86,150.4,359.05,0
Alexa,37.68,855.47,2612.84,0
HomePod,21.5,590.79,184.66,0
Alexa,63.67,770.05,6000.57,1
HomePod,55.74,975.21,5227.24,1
Alexa,85.99,664.51,4612.57,0
HomePod,73.74,71.24,5479.96,1
Alexa,71.88,453.95,6541.1,1
HomePod,58.77,606.06,6723.26,1
HomePod,48.22,271.97,5951.13,0
HomePod,72.35,132.11,7063.52,0
Alexa,46.91,744.74,2260.07,1
HomePod,14.45,836.69,2953.27,0
Alexa,79.8,971.59,3690.06,1
HomePod,19.28,902.12,3790.55,0
Alexa,30.49,190.02,1118.32,1
Alexa,88.45,366.59,2106.83,1
Alexa,46.46,180.17,2432.25,1
Alexa,67.18,453.21,2159.48,0
Alexa,34.29,413.9,6815.98,0
HomePod,37.05,402.84,3355.53,0
Alexa,16.27,301.11,7196.5,0
HomePod,36.08,376.62,5303.99,0
Alexa,74.47,919.47,4836.42,0
Alexa,86.22,865.5,5167.2,1
HomePod,17.78,253.86,1022.74,1
Alexa,32.63,36.41,4843.23,0
HomePod,31.5,153.16,5014.63,1
Alexa,62.81,106.37,3071.17,1
Alexa,77.18,627.14,2458.95,0
Alexa,69.77,167.7,1734.18,1
Alexa,33.3,346.2,6167.34,1
Alexa,64.57,961.23,1274.59,0
HomePod,76.83,154.93,2596.82,0
Alexa,46.85,1.43,3746.9,0
Alexa,87.99,544.94,6989.14,0
HomePod,58.76,470.94,725.98,1
HomePod,36.53,223.64,5717.42,0
Alexa,62.29,277.46,974.77,0
Alexa,74.09,946.31,3388.41,1
HomePod,24.25,886.59,6629.1,0
Alexa,89.58,552.08,5170.54,1
Alexa,88.98,196.69,3205.53,1
HomePod,85.14,2.99,5667.28,1
Alexa,80.43,111.84,6973.02,1
Alexa,61.95,420.93,5240.95,1
Alexa,33.47,994.22,4437.84,0
HomePod,26.6,568.96,2026.59,0
Alexa,16.0,675.16,2622.51,1
HomePod,62.58,644.29,5330.72,0
HomePod,83.0,980.57,4505.15,1
Alexa,88.21,30.75,7485.96,1
Alexa,26.31,991.29,6977.16,0
Alexa,34.08,862.96,849.13,0
Alexa,33.42,694.91,4352.86,0
HomePod,75.21,335.06,5527.35,1
Alexa,18.55,958.58,677.53,1
Alexa,20.85,469.48,331.38,1
HomePod,47.91,326.82,1956.43,0
Alexa,85.41,832.97,5442.34,0
HomePod,61.43,43.06,5593.89,1
HomePod,40.72,505.63,7140.69,0
HomePod,35.37,731.82,2054.79,0
Alexa,83.07,619.7,3194.76,0
Alexa,66.03,954.46,5631.86,0
HomePod,19.42,733.99,1899.93,1
HomePod,50.7,873.23,1168.19,1
HomePod,14.6,922.25,5119.51,1
HomePod,11.08,718.89,5126.36,1
Alexa,60.77,672.97,3597.28,0
Alexa,60.6,200.66,3024.64,0
HomePod,62.01,680.73,4351.34,0
Alexa,19.67,869.41,6075.5,1
Alexa,86.67,864.4,2530.66,1
HomePod,88.27,873.52,7864.14,0
Alexa,16.68,666.9,3494.39,0
HomePod,51.38,579.63,4217.06,1
HomePod,42.77,188.49,5584.84,1
Alexa,74.45,621.57,3599.4,1
HomePod,89.85,935.59,4057.68,1
Alexa,65.06,772.17,4438.64,1
HomePod,60.55,526.36,1411.38,1
Alexa,87.12,190.55,7353.36,0
HomePod,66.87,455.56,6689.15,1
HomePod,42.29,744.3,7151.25,1
Alexa,67.02,310.2,779.09,0
Alexa,64.07,168.73,5870.26,1
Alexa,37.1,700.88,4511.38,0
HomePod,56.45,685.05,7500.96,0
HomePod,11.08,728.06,4620.85,0
HomePod,25.37,885.37,1291.65,0
HomePod,66.37,28.28,3600.19,0
HomePod,75.02,274.7,6832.62,1
HomePod,14.16,423.2,3122.67,0
Alexa,12.67,555.19,2518.54,0
Alexa,48.48,811.9,7787.18,0
Alexa,68.47,155.35,1434.57,1
Alexa,46.81,718.57,298.31,1
HomePod,89.75,90.54,212.87,1
Alexa,78.77,201.49,4154.74,0
Alexa,48.78,898.2,2884.6,1
Alexa,84.3,594.7,3359.23,1
HomePod,19.15,900.26,4370.17,0
HomePod,80.04,316.78,5470.5,1
HomePod,49.2,830.33,2702.07,1
HomePod,28.67,724.33,2586.85,0
HomePod,59.63,785.98,952.98,1
Alexa,87.6,260.45,568.81,0
HomePod,27.09,892.27,4480.06,1
HomePod,25.62,486.43,3177.64,0
HomePod,44.02,642.3,7293.6,1
HomePod,28.16,879.3,945.0,1
HomePod,51.59,297.37,4100.64,1
HomePod,43.64,400.14,7810.66,0
Alexa,28.36,598.01,3879.34,0
Alexa,74.79,686.02,2043.1,1
HomePod,20.67,66.22,2198.82,0
Alexa,33.47,883.25,834.46,1
HomePod,86.54,906.09,7958.96,1
HomePod,56.01,138.25,5055.53,1
HomePod,52.16,967.49,4141.83,0
Alexa,89.47,241.17,3184.22,0
HomePod,30.23,579.29,4771.13,0
HomePod,22.35,294.53,1915.83,1
HomePod,54.93,101.84,7244.76,0
Alexa,89.73,267.02,837.94,0
HomePod,57.38,92.86,7011.17,1
Alexa,34.23,695.78,3411.53,0
Alexa,17.45,574.42,6780.05,1
HomePod,52.22,279.8,1201.45,1
Alexa,39.06,688.64,159.96,0
Alexa,86.57,463.06,5819.2,1
Alexa,86.31,826.18,4822.53,1
HomePod,43.72,824.0,567.02,0
HomePod,64.53,991.32,666.2,0
Alexa,58.29,607.23,815.98,1
Alexa,52.01,507.5,2855.42,1
Alexa,27.27,389.65,1785.68,0
HomePod,32.59,373.81,6869.59,1
Alexa,23.4,643.96,4610.21,0
Alexa,51.04,990.34,2809.79,0
HomePod,14.01,833.6,3411.63,1
Alexa,15.48,257.17,7056.92,0
HomePod,84.2,313.0,896.94,0
HomePod,59.74,851.35,6894.65,1
HomePod,10.3,796.0,3389.97,0
Alexa,73.58,65.67,666.36,0
Alexa,66.73,656.93,4627.49,1
Alexa,53.77,564.03,7860.08,0
HomePod,51.21,996.53,378.41,1
Alexa,20.13,562.91,4302.64,1
Alexa,65.68,231.7,4117.8,1
HomePod,44.49,830.63,4632.74,0
Alexa,69.44,378.95,2839.67,0
HomePod,65.77,86.15,5669.06,0
Alexa,41.41,367.16,862.98,1
HomePod,18.84,714.01,2455.54,1
Alexa,32.38,996.82,4184.02,1
HomePod,86.66,200.15,5422.04,1
Alexa,65.65,314.62,7660.31,0
Alexa,28.59,21.54,7175.63,1
Alexa,18.02,207.47,7634.51,0
Alexa,48.46,843.8,5519.13,1
Alexa,47.22,186.44,487.48,0
HomePod,28.87,238.95,6446.06,0
HomePod,32.55,963.98,7596.73,0
Alexa,20.38,190.02,4893.95,1
Alexa,69.91,816.8,6367.42,0
HomePod,36.61,621.05,5275.06,1
Alexa,51.97,278.94,7854.33,0
Alexa,47.62,244.48,4692.89,0
Alexa,18.84,716.29,1015.03,1
Alexa,56.11,177.9,6846.72,0
Alexa,31.26,855.97,3484.66,0
HomePod,19.32,994.62,2674.54,1
Alexa,29.26,731.19,7693.08,1
HomePod,17.37,335.71,5291.91,0
Alexa,88.21,1.88,5426.0,1
HomePod,52.74,869.45,779.86,0
Alexa,85.29,222.3,2955.29,1
HomePod,32.2,717.4,7315.83,0
Alexa,74.98,866.91,6156.52,0
HomePod,10.55,280.38,3475.56,1
HomePod,79.65,456.68,1610.66,0
Alexa,21.69,476.93,7032.82,0
HomePod,73.79,928.96,6621.08,0
HomePod,11.48,58.83,2999.31,1
HomePod,58.66,792.6,6684.45,1
Alexa,10.14,62.3,1720.03,0
Alexa,32.13,19.33,2329.99,1
HomePod,53.99,793.63,7385.87,0
HomePod,28.21,130.41,6750.92,0
Alexa,46.14,419.47,6024.91,1
Alexa,66.89,871.25,7824.28,0
HomePod,22.79,291.39,3328.15,0
HomePod,19.4,468.83,4982.83,1
HomePod,52.2,827.01,5684.13,1
Alexa,32.35,596.86,2660.25,1
HomePod,66.82,301.75,5179.31,1
Alexa,49.93,899.03,2244.9,0
Alexa,81.39,52.57,6136.26,1
Alexa,50.26,14.95,3439.39,1
HomePod,31.08,704.72,2742.32,1
Alexa,24.8,965.78,7648.05,0
Alexa,59.18,267.7,2311.2,1
HomePod,83.94,240.52,3790.2,1
Alexa,19.43,536.41,238.53,1
Alexa,68.96,274.84,4193.14,1
HomePod,81.65,511.52,1464.49,1
HomePod,21.37,338.95,2027.89,0
HomePod,63.07,230.18,1395.57,0
HomePod,46.75,606.72,2419.03,1
Alexa,16.42,276.82,4422.13,1
HomePod,19.8,358.31,5050.25,1
Alexa,43.66,88.62,3465.15,0
HomePod,75.31,473.06,1168.67,1
HomePod,74.26,852.33,3427.18,0
HomePod,69.05,678.34,2938.73,0
HomePod,14.23,172.42,4615.6,0
HomePod,58.91,201.9,7772.94,1
HomePod,82.39,85.69,4751.72,1
Alexa,58.11,920.43,644.01,1
HomePod,10.43,706.04,4390.15,0
HomePod,84.77,670.31,4916.96,0
HomePod,65.21,811.87,2571.06,0
Alexa,52.81,492.93,3379.12,0
Alexa,55.71,998.57,3724.67,1
HomePod,53.68,636.82,3802.79,0
Alexa,43.09,72.49,6113.52,0
HomePod,62.12,14.64,1452.7,1
Alexa,15.81,467.13,2099.0,0
HomePod,51.68,934.64,5898.04,0
Alexa,29.92,517.19,3439.5,0
Alexa,80.85,126.91,1072.33,1
Alexa,62.96,36.38,4951.7,0
Alexa,56.62,69.06,1513.49,0
HomePod,60.42,279.4,4907.69,1
HomePod,20.95,142.55,2262.98,1
Alexa,46.35,965.13,4220.96,0
Alexa,57.5,61.92,5244.14,1
HomePod,46.8,833.71,5468.42,0
HomePod,67.45,950.54,7853.88,0
Alexa,50.14,72.15,4213.82,0
Alexa,79.54,265.93,2778.29,1
Alexa,33.52,981.01,1715.78,1
HomePod,42.71,783.51,3953.65,1
Alexa,38.47,534.1,3341.83,1
HomePod,86.5,814.98,6697.76,0
HomePod,59.74,567.57,1046.64,1
Alexa,72.97,819.6,807.67,0
HomePod,61.28,714.13,6743.22,0
Alexa,80.18,228.5,4630.22,1
HomePod,27.09,974.02,5279.08,0
HomePod,23.93,279.26,1310.24,0
Alexa,41.5,436.39,4656.74,0
HomePod,29.51,747.13,3020.77,0
Alexa,56.02,311.59,2594.43,0
Alexa,69.37,919.9,1550.44,0
Alexa,62.49,404.63,1137.46,0
Alexa,21.94,423.83,568.15,0
Alexa,37.54,691.98,451.86,1
HomePod,26.49,39.49,3127.45,1
Alexa,53.06,189.22,3987.34,1
Alexa,50.81,180.98,5362.98,0
HomePod,24.88,108.01,3820.78,0
Alexa,76.23,677.18,4645.89,0
Alexa,40.84,133.67,1766.33,1
HomePod,78.46,231.76,3776.44,0
HomePod,18.61,752.96,1376.83,0
Alexa,67.96,442.97,1641.86,1
Alexa,56.51,224.31,7786.89,0
Alexa,18.32,760.26,1008.46,0
Alexa,88.96,9.37,5720.14,0
Alexa,13.24,743.47,4630.08,0
Alexa,19.16,646.7,7755.77,0
Alexa,45.09,864.15,5111.67,1
HomePod,77.8,229.42,1043.08,0
Alexa,76.03,272.68,7844.22,0
HomePod,36.66,233.77,359.94,0
HomePod,48.46,860.22,6602.16,1
HomePod,25.35,102.34,7339.59,0
HomePod,34.98,119.35,304.89,1
HomePod,81.11,39.69,1628.28,0
Alexa,27.46,742.22,5674.99,0
Alexa,55.75,486.9,3116.46,0
HomePod,71.17,652.83,7510.56,0
HomePod,17.91,44.9,5743.52,1
HomePod,59.57,924.0,3358.9,1
Alexa,19.54,553.75,7873.79,0
Alexa,88.48,179.5,3253.9,1
HomePod,11.61,586.52,6578.81,1
Alexa,35.46,488.7,5868.0,0
Alexa,48.41,841.27,7487.34,0
HomePod,51.94,113.81,2491.65,1
Alexa,44.73,298.28,4340.04,0
HomePod,20.37,442.29,4650.02,0
Alexa,30.77,3.55,5121.02,1
HomePod,81.7,194.03,5409.15,0
Alexa,75.77,34.18,1710.21,1
HomePod,28.02,346.63,5564.09,0
Alexa,80.9,909.67,2658.51,1
HomePod,33.72,163.2,2323.77,1
HomePod,71.32,428.98,878.17,1
Alexa,17.91,683.28,1621.98,0
Alexa,17.1,598.57,6436.3,0
HomePod,60.05,806.75,3380.64,0
Alexa,52.63,395.71,2880.05,0
Alexa,72.89,100.81,7700.79,1
Alexa,58.38,420.44,6919.94,1
HomePod,14.52,785.84,6850.39,1
Alexa,80.38,249.86,5553.85,1
HomePod,14.9,452.94,4932.51,1
HomePod,26.09,946.41,1716.36,0
Alexa,20.99,697.62,6588.66,1
HomePod,60.66,62.75,6545.7,0
HomePod,58.27,708.1,897.42,1
HomePod,50.89,43.95,2579.43,1
Alexa,70.91,715.45,4614.29,1
Alexa,26.32,712.43,1954.12,0
